WO #,Client,Status,Status_Category,State,Category,Order Type,Priority,DNE,Vendor NTE,Grand Total,Labor Amt,Material Amt,Vendor Invoice Total,Vendor_Code,Vendor,NTE_Category,Invoice_Date,Has_Vendor_Invoice,Revenue_Match,Cost_Match,Profit_Margin,Manager
104429,Client B,Invoiced,1_Completed_Paid,CA,Gutters,Gutter Replacement,Priority 3 - 48 hours,340.00,120.00,340.00,255.00,0.00,120.00,Vendor 082,Vendor 082,Under NTE,3/26/2026,YES,Match,Match,220.00,Manager 12
103597,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Faucet Repairs,Urgent - 24-48 hours,492.54,375.00,492.54,210.00,150.00,375.00,Vendor 130,Vendor 130,Under NTE,1/31/2026,YES,Match,Match,117.54,Manager 08
104632,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Electrical Misc,Priority 2 - 24 hours,495.00,350.00,495.00,396.00,0.00,350.00,Vendor 073,Vendor 073,Under NTE,4/10/2026,YES,Match,Match,145.00,Manager 09
104609,Client B,Invoiced,1_Completed_Paid,CA,Pest Control,Pest Control,Priority 2 - 24 hours,190.00,120.00,190.00,95.00,0.00,120.00,Vendor 082,Vendor 082,Under NTE,3/30/2026,YES,Match,Match,70.00,Manager 12
103128,Client A,Invoiced,1_Completed_Paid,NV,Bowling Alley,Bowling Alley General Repairs,Normal - 30 days ,6461.12,5489.95,6461.12,3720.00,739.52,5489.95,Vendor 145,Vendor 145,Over NTE,3/19/2026,YES,Match,Match,971.17,Manager 10
103120,Client A,Invoiced,1_Completed_Paid,NV,Applicances,Freezers,Urgent - 24-48 hours,1753.61,1391.84,1753.61,665.00,898.61,1391.84,Vendor 024,Vendor 024,Over NTE,1/29/2026,YES,Match,Match,361.77,Manager 10
104600,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",General Door Repairs,Priority 3 - 48 hours,291.00,194.43,291.00,190.00,6.00,194.43,Vendor 202,Vendor 202,Under NTE,3/29/2026,YES,Match,Match,96.57,Manager 06
104548,Client B,Invoiced,1_Completed_Paid,CA,Locksmith,Locksmith General,Priority 2 - 24 hours,655.00,495.17,655.00,285.00,240.00,495.17,Vendor 202,Vendor 202,Under NTE,3/28/2026,YES,Match,Match,159.83,Manager 06
103470,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1497.10,1068.00,1497.10,700.00,683.00,1068.00,Vendor 022,Vendor 022,Over NTE,2/10/2026,YES,Match,Match,429.10,Manager 10
104455,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Coke Machines,Priority 3 - 48 hours,190.00,145.00,190.00,95.00,0.00,145.00,Vendor 040,Vendor 040,Under NTE,3/29/2026,YES,Match,Match,45.00,Manager 09
103573,Client A,Invoiced,1_Completed_Paid,TX,Roofing,Roof Repairs,Normal - 30 days ,451.94,280.00,451.94,312.50,0.00,280.00,Vendor 071,Vendor 071,Under NTE,5/27/2025,YES,Match,Match,171.94,Manager 10
103591,Client A,Invoiced,1_Completed_Paid,TX,Roofing,Roof Repairs,Normal - 30 days ,373.46,276.00,373.46,240.00,0.00,276.00,Vendor 071,Vendor 071,Under NTE,5/28/2025,YES,Match,Match,97.46,Manager 10
104036,Client B,Invoiced,1_Completed_Paid,CA,Flooring,Flooring General,Priority 4 - 30 days,2535.09,1961.93,2535.09,1350.00,842.78,1961.93,Vendor 070,Vendor 070,Over NTE,5/19/2025,YES,Match,Match,573.16,Manager 12
103465,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1513.34,1083.00,1513.34,700.00,698.00,1083.00,Vendor 022,Vendor 022,Over NTE,5/30/2025,YES,Match,Match,430.34,Manager 10
103238,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #2,PM Visits,1341.51,937.27,1341.51,700.00,539.27,937.27,Vendor 015,Vendor 015,Over NTE,,YES,Match,Match,404.24,Manager 10
103469,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1608.60,1165.00,1608.60,700.00,786.00,1165.00,Vendor 022,Vendor 022,Over NTE,5/19/2025,YES,Match,Match,443.60,Manager 10
104376,Client B,Invoiced,1_Completed_Paid,KS,Applicances,Food Equipment,Priority 2 - 24 hours,818.30,575.00,818.30,475.00,153.30,575.00,Vendor 073,Vendor 073,Under NTE,6/10/2025,YES,Match,Match,243.30,Manager 06
103460,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1578.29,1138.00,1578.29,700.00,758.00,1138.00,Vendor 022,Vendor 022,Over NTE,5/27/2025,YES,Match,Match,440.29,Manager 10
104418,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Hardware,Priority 3 - 48 hours,765.00,576.00,765.00,285.00,320.00,576.00,Vendor 082,Vendor 082,Under NTE,5/27/2025,YES,Match,Match,189.00,Manager 12
103463,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1550.14,1112.00,1550.14,700.00,732.00,1112.00,Vendor 022,Vendor 022,Over NTE,5/12/2025,YES,Match,Match,438.14,Manager 10
103464,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1470.04,1050.00,1470.04,700.00,658.00,1050.00,Vendor 022,Vendor 022,Over NTE,,YES,Match,Match,420.04,Manager 10
104500,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Hardware,Priority 1 - 4 hours,1128.53,861.65,1128.53,495.00,321.03,861.65,Vendor 082,Vendor 082,Over NTE,5/2/2025,YES,Match,Match,266.88,Manager 12
103550,Client A,Invoiced,1_Completed_Paid,TX,Locksmith,Keys,Normal - 30 days ,638.68,400.00,638.68,250.00,90.00,400.00,Vendor 065,Vendor 065,Under NTE,5/27/2025,YES,Match,Match,238.68,Manager 10
104574,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",General Door Repairs,Priority 3 - 48 hours,1077.50,787.50,1077.50,475.00,357.50,787.50,Vendor 082,Vendor 082,Over NTE,5/27/2025,YES,Match,Match,290.00,Manager 09
104630,Client B,Invoiced,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 3 - 48 hours,1236.00,904.00,1236.00,665.00,381.00,904.00,Vendor 082,Vendor 082,Over NTE,5/28/2025,YES,Match,Match,332.00,Manager 06
103684,Client A,Invoiced,1_Completed_Paid,IL,"Doors, Frames & Hardware",Door Closers ,Urgent - 24-48 hours,180.00,125.00,180.00,95.00,0.00,125.00,Vendor 012,Vendor 012,Under NTE,5/12/2025,YES,Match,Match,55.00,Manager 10
104578,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Closers ,Priority 3 - 48 hours,1077.50,787.50,1077.50,475.00,357.50,787.50,Vendor 082,Vendor 082,Over NTE,5/8/2025,YES,Match,Match,290.00,Manager 09
103584,Client A,Invoiced,1_Completed_Paid,IL,Handyman,Handyman General,Urgent - 24-48 hours,270.00,190.00,270.00,95.00,90.00,190.00,Vendor 012,Vendor 012,Under NTE,5/12/2025,YES,Match,Match,80.00,Manager 10
103683,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Faucet Repairs,Urgent - 24-48 hours,606.20,400.00,606.20,285.00,160.00,400.00,Vendor 175,Vendor 175,Under NTE,5/6/2025,YES,Match,Match,206.20,Manager 10
104589,Client B,Completed,1_Completed_Paid,CA,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,1000.00,250.00,0.00,0.00,0.00,,Vendor 207,Vendor 207,Under NTE,5/14/2025,NO,Different,Different,,Manager 09
104441,Client B,Invoiced,1_Completed_Paid,CA,Handyman,Handyman General,Priority 4 - 30 days,2075.00,1825.00,2075.00,1275.00,0.00,1630.00,Vendor 082,Vendor 082,Over NTE,5/12/2025,YES,Match,Different,445.00,Manager 12
103793,Client B,Invoiced,1_Completed_Paid,MO,Electrician,Electrical Misc,Priority 2 - 24 hours,2148.50,1650.00,2148.50,1360.00,506.00,1650.00,Vendor 062,Vendor 062,Over NTE,5/19/2025,YES,Match,Match,498.50,Manager 12
104520,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Lighting General,Priority 4 - 30 days,1171.00,870.00,1171.00,693.00,250.00,870.00,Vendor 076,Vendor 076,Over NTE,,YES,Match,Match,301.00,Manager 06
104602,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Exterior Lighting,Priority 4 - 30 days,2585.95,1864.74,2585.95,1089.00,453.95,1864.74,Vendor 082,Vendor 082,Over NTE,5/16/2025,YES,Match,Match,721.21,Manager 12
104491,Client B,Invoiced,1_Completed_Paid,CA,"Glass, Windows, and Mirrors",Boardup,Priority 1 - 4 hours,4527.75,3575.75,4527.75,1520.00,2320.25,3575.75,Vendor 082,Vendor 082,Over NTE,5/13/2025,YES,Match,Match,952.00,Manager 12
103468,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,813.00,583.00,813.00,700.00,113.00,583.00,Vendor 012,Vendor 012,Under NTE,5/20/2025,YES,Match,Match,230.00,Manager 10
103665,Client A,Invoiced,1_Completed_Paid,TX,Drywall,Drywall,Normal - 30 days ,595.38,289.00,595.38,285.00,180.00,289.00,Vendor 022,Vendor 022,Under NTE,5/27/2025,YES,Match,Match,306.38,Manager 10
103633,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,1645.40,1135.00,1645.40,1250.00,270.00,1135.00,Vendor 008,Vendor 008,Over NTE,5/27/2025,YES,Match,Match,510.40,Manager 10
103634,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,1104.15,733.00,1104.15,875.00,145.00,733.00,Vendor 008,Vendor 008,Over NTE,5/27/2025,YES,Match,Match,371.15,Manager 10
104581,Client B,Invoiced,1_Completed_Paid,MO,Electrician,Lighting General,Priority 3 - 48 hours,1097.55,827.00,1097.55,560.00,272.55,827.00,Vendor 062,Vendor 062,Over NTE,6/30/2025,YES,Match,Match,270.55,Manager 09
104659,Client B,Invoiced - Pending Capital Approval,2_Invoice_Stage,KS,Plumbing,Plumbing General,Priority 2 - 24 hours,3784.68,2848.85,3784.68,1425.00,1994.68,2848.85,Vendor 062,Vendor 062,Over NTE,5/30/2025,YES,Match,Match,935.83,Manager 09
104561,Client B,Completed,1_Completed_Paid,FL,Electrician,Electrical Misc,Priority 4 - 30 days,1367.68,1045.00,1367.68,880.00,407.68,,Vendor 064,Vendor 064,Over NTE,,NO,Match,Different,,Manager 08
104087,Client B,Completed,1_Completed_Paid,CA,Signage,Exterior Signage,Priority 2 - 24 hours,2844.69,2338.79,2844.69,2277.00,282.82,,Vendor 070,Vendor 070,Over NTE,5/27/2025,NO,Match,Different,,Manager 12
101910,Client B,Invoiced,1_Completed_Paid,CA,Parking Lot,Striping,Priority 2 - 24 hours,2855.00,2290.00,2855.00,525.00,0.00,2290.00,Vendor 052,Vendor 052,Over NTE,6/10/2025,YES,Match,Match,565.00,Manager 08
104337,Client B,Invoiced,1_Completed_Paid,CA,Handyman,General,Priority 2 - 24 hours,225.00,120.00,225.00,150.00,0.00,120.00,Vendor 082,Vendor 082,Under NTE,6/29/2025,YES,Match,Match,105.00,Manager 12
104605,Client B,Invoiced,1_Completed_Paid,CA,General Contractor,General Contractor,Priority 1 - 4 hours,2727.60,1755.00,2727.60,1385.00,837.60,1755.00,Vendor 082,Vendor 082,Over NTE,,YES,Match,Match,972.60,Manager 01
102819,Client B,Invoiced - Pending Capital Approval,2_Invoice_Stage,CA,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,79040.50,59859.00,79040.50,19200.00,37790.50,235.00,Vendor 077,Vendor 077,Over NTE,5/27/2025,YES,Match,Different,78805.50,Manager 06
104497,Client B,Invoiced,1_Completed_Paid,MO,Electrician,Outlet Broken,Priority 4 - 30 days,3971.50,3395.62,3971.50,3200.00,516.50,3395.62,Vendor 079,Vendor 079,Over NTE,6/2/2025,YES,Match,Match,575.88,Manager 12
103721,Client B,Invoiced,1_Completed_Paid,FL,Electrician,Electrical Misc,Priority 4 - 30 days,7975.88,5935.00,7975.88,5920.00,1645.88,5935.00,Vendor 064,Vendor 064,Over NTE,6/2/2025,YES,Match,Match,2040.88,Manager 08
103817,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,8653.12,6353.12,8653.12,0.00,0.00,6353.12,Vendor 048,Vendor 048,Over NTE,5/27/2025,YES,Match,Match,2300.00,Manager 08
103819,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,8653.12,6353.12,8653.12,0.00,3250.00,6353.12,Vendor 048,Vendor 048,Over NTE,8/31/2025,YES,Match,Match,2300.00,Manager 08
104606,Client B,Invoiced,1_Completed_Paid,CA,"Glass, Windows, and Mirrors",Boardup,Priority 1 - 4 hours,2906.20,2111.00,2906.20,1140.00,1171.20,2111.00,Vendor 082,Vendor 082,Over NTE,5/31/2025,YES,Match,Match,795.20,Manager 01
104456,Client B,Invoiced,1_Completed_Paid,CA,Graffiti Removal,Graffiti Removal,Priority 3 - 48 hours,1321.00,995.00,1321.00,855.00,276.00,995.00,Vendor 073,Vendor 073,Over NTE,5/30/2025,YES,Match,Match,326.00,Manager 12
104616,Client B,Invoiced,1_Completed_Paid,CA,Misc Site Work,Exterior Site Work,Priority 1 - 4 hours,3897.50,2905.00,3897.50,2137.50,1437.50,2905.00,Vendor 073,Vendor 073,Over NTE,5/27/2025,YES,Match,Match,992.50,Manager 12
104484,Client B,Invoiced,1_Completed_Paid,CA,General Contractor,General Contractor,Priority 4 - 30 days,1302.29,964.60,1302.29,825.00,327.29,964.60,Vendor 082,Vendor 082,Over NTE,,YES,Match,Match,337.69,Manager 12
103459,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,1110.00,770.00,1110.00,700.00,410.00,770.00,Vendor 012,Vendor 012,Over NTE,5/30/2025,YES,Match,Match,340.00,Manager 10
103473,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,1000.00,727.00,1000.00,700.00,300.00,727.00,Vendor 012,Vendor 012,Over NTE,5/30/2025,YES,Match,Match,273.00,Manager 10
104466,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Exterior Lighting,Priority 3 - 48 hours,2483.00,1875.00,2483.00,1089.00,161.00,1875.00,Vendor 073,Vendor 073,Over NTE,,YES,Match,Match,608.00,Manager 06
104153,Client B,Completed,1_Completed_Paid,CA,Electrician,Electrical Misc,Priority 2 - 24 hours,1199.37,888.92,1199.37,495.00,371.37,,Vendor 070,Vendor 070,Over NTE,5/30/2025,NO,Match,Different,,Manager 12
104469,Client B,Completed,1_Completed_Paid,CA,Roofing,Roof Repairs,Priority 2 - 24 hours,2254.17,1652.54,2254.17,1710.00,204.17,,Vendor 070,Vendor 070,Over NTE,6/5/2025,NO,Match,Different,,Manager 12
104541,Client B,Invoiced,1_Completed_Paid,CA,Locksmith,Locksmith General,Priority 3 - 48 hours,2696.28,2046.51,2696.28,940.50,1557.78,2046.51,Vendor 202,Vendor 202,Over NTE,7/1/2025,YES,Match,Match,649.77,Manager 06
103472,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,994.00,693.00,994.00,700.00,294.00,693.00,Vendor 012,Vendor 012,Under NTE,6/10/2025,YES,Match,Match,301.00,Manager 10
103630,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,1515.50,1135.00,1515.50,1250.00,150.00,1135.00,Vendor 008,Vendor 008,Over NTE,6/8/2025,YES,Match,Match,380.50,Manager 10
103629,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,2435.63,1850.00,2435.63,2000.00,250.00,1850.00,Vendor 008,Vendor 008,Over NTE,5/31/2025,YES,Match,Match,585.63,Manager 10
103664,Client A,Invoiced,1_Completed_Paid,TX,Handyman,Handyman General,Normal - 30 days ,1336.89,875.00,1336.89,665.00,400.00,875.00,Vendor 022,Vendor 022,Over NTE,8/31/2025,YES,Match,Match,461.89,Manager 10
103726,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Faucet Replacement,Normal - 30 days ,541.82,413.53,541.82,210.00,205.53,413.53,Vendor 175,Vendor 175,Under NTE,6/17/2025,YES,Match,Match,128.29,Manager 10
103625,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,3085.13,2242.50,3085.13,2500.00,350.00,2242.50,Vendor 195,Vendor 195,Over NTE,11/30/2025,YES,Match,Match,842.63,Manager 10
103216,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Canopy Lights,Priority 4 - 30 days,7338.52,5888.22,7338.52,3267.00,2028.52,5888.22,Vendor 073,Vendor 073,Over NTE,5/31/2025,YES,Match,Match,1450.30,Manager 06
104185,Client B,Invoiced,1_Completed_Paid,TX,Misc Site Work,Exterior Site Work,Priority 2 - 24 hours,227.33,150.00,227.33,140.00,0.00,150.00,Vendor 170,Vendor 170,Under NTE,6/22/2025,YES,Match,Match,77.33,Manager 09
103466,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,1155.16,797.00,1155.16,700.00,455.16,797.00,Vendor 012,Vendor 012,Over NTE,6/16/2025,YES,Match,Match,358.16,Manager 10
104504,Client B,Invoiced,1_Completed_Paid,NV,Roofing,Roof Repairs,Priority 2 - 24 hours,5757.12,4250.00,5757.12,3135.00,1577.12,4250.00,Vendor 082,Vendor 082,Over NTE,6/30/2025,YES,Match,Match,1507.12,Manager 06
104634,Client B,Invoiced,1_Completed_Paid,CA,Plumbing,Plumbing General,Priority 3 - 48 hours,705.00,455.00,705.00,285.00,175.00,455.00,Vendor 082,Vendor 082,Under NTE,6/25/2025,YES,Match,Match,250.00,Manager 06
103636,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,1531.74,1118.00,1531.74,1250.00,165.00,1118.00,Vendor 008,Vendor 008,Over NTE,6/16/2025,YES,Match,Match,413.74,Manager 10
103635,Client A,Invoiced,1_Completed_Paid,TX,HVAC,HVAC Scheduled Maintenance,Normal - 30 days ,1531.74,916.00,1531.74,1250.00,165.00,916.00,Vendor 008,Vendor 008,Over NTE,6/16/2025,YES,Match,Match,615.74,Manager 10
104663,Client B,Invoiced,1_Completed_Paid,CA,Pest Control,Pest Control,Priority 2 - 24 hours,1188.94,805.17,1188.94,855.00,143.94,805.17,Vendor 082,Vendor 082,Over NTE,6/16/2025,YES,Match,Match,383.77,Manager 12
104033,Client B,Invoiced,1_Completed_Paid,NY,Plumbing,Clogged Toilet,Priority 1 - 4 hours,1812.50,1620.00,1812.50,1140.00,0.00,1620.00,Vendor 024,Vendor 024,Over NTE,6/16/2025,YES,Match,Match,192.50,Manager 01
104414,Client B,Invoiced,1_Completed_Paid,CA,Locksmith,Keys,Priority 2 - 24 hours,944.00,670.43,944.00,396.00,379.00,670.43,Vendor 202,Vendor 202,Under NTE,6/16/2025,YES,Match,Match,273.57,Manager 12
103467,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,864.87,576.96,864.87,700.00,98.96,576.96,Vendor 015,Vendor 015,Under NTE,6/16/2025,YES,Match,Match,287.91,Manager 10
104646,Client B,Invoiced,1_Completed_Paid,CA,Fences and Gates,Fence and Gates General,Priority 4 - 30 days,1349.60,977.50,1349.60,855.00,304.60,977.50,Vendor 082,Vendor 082,Over NTE,6/16/2025,YES,Match,Match,372.10,Manager 09
103672,Client A,Invoiced,1_Completed_Paid,TX,General Contractor,General Contractor,Urgent - 24-48 hours,1545.27,900.00,1545.27,800.00,552.50,900.00,Vendor 020,Vendor 020,Over NTE,,YES,Match,Match,645.27,Manager 10
103700,Client A,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",Door Closers ,Emergency - 2 hours,988.94,618.68,988.94,665.00,58.57,618.68,Vendor 015,Vendor 015,Under NTE,,YES,Match,Match,370.26,Manager 10
103462,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1130.80,801.62,1130.80,700.00,344.62,801.62,Vendor 015,Vendor 015,Over NTE,9/22/2025,YES,Match,Match,329.18,Manager 10
103471,Client A,Invoiced,1_Completed_Paid,IL,PM Visits,PM Visit #1,PM Visits,1066.64,749.00,1066.64,700.00,366.64,749.00,Vendor 012,Vendor 012,Over NTE,6/25/2025,YES,Match,Match,317.64,Manager 10
104583,Client B,Invoiced,1_Completed_Paid,MO,Tile,Tile Replacement,Priority 4 - 30 days,1102.43,738.82,1102.43,595.00,280.27,738.82,Vendor 208,Vendor 208,Over NTE,6/22/2025,YES,Match,Match,363.61,Manager 09
104338,Client B,Invoiced,1_Completed_Paid,CA,"Doors, Frames & Hardware",Door Hardware,Priority 2 - 24 hours,1053.30,756.80,1053.30,332.50,530.80,756.80,Vendor 082,Vendor 082,Over NTE,,YES,Match,Match,296.50,Manager 12
103564,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,6703.12,5153.12,6703.12,0.00,0.00,5153.12,Vendor 061,Vendor 061,Over NTE,6/29/2025,YES,Match,Match,1550.00,Manager 08
103818,Client B,Invoiced,1_Completed_Paid,FL,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,8550.00,6250.00,8550.00,0.00,0.00,6250.00,Vendor 048,Vendor 048,Over NTE,6/22/2025,YES,Match,Match,2300.00,Manager 08
103546,Client B,Invoiced,1_Completed_Paid,FL,General Contractor,General Contractor,Priority 4 - 30 days,5444.88,3894.88,5444.88,0.00,0.00,3894.88,Vendor 048,Vendor 048,Over NTE,6/20/2025,YES,Match,Match,1550.00,Manager 08
104477,Client B,Completed,1_Completed_Paid,CA,Handyman,General,Priority 3 - 48 hours,1098.53,810.51,1098.53,675.00,273.53,,Vendor 070,Vendor 070,Over NTE,6/30/2025,NO,Match,Different,,Manager 12
103771,Client A,Invoiced,1_Completed_Paid,TX,Handyman,Door Repair,Emergency - 2 hours,460.06,280.00,460.06,330.00,0.00,280.00,Vendor 022,Vendor 022,Under NTE,6/30/2025,YES,Match,Match,180.06,Manager 10
103474,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,956.22,653.34,956.22,700.00,183.34,653.34,Vendor 015,Vendor 015,Under NTE,,YES,Match,Match,302.88,Manager 10
103820,Client B,Pending Vendor Paperwork,2_Invoice_Stage,FL,Misc Site Work,Exterior Site Work,Priority 4 - 30 days,8550.00,6250.00,8550.00,0.00,0.00,3125.00,Vendor 048,Vendor 048,Over NTE,6/29/2025,YES,Match,Different,5425.00,Manager 08
104089,Client B,Invoiced,1_Completed_Paid,OK,Plumbing,Plumbing General,Priority 1 - 4 hours,1032.50,390.00,1032.50,855.00,35.00,390.00,Vendor 020,Vendor 020,Over NTE,6/29/2025,YES,Match,Match,642.50,Manager 01
103461,Client A,Invoiced,1_Completed_Paid,TX,PM Visits,PM Visit #1,PM Visits,1405.06,1034.98,1405.06,700.00,597.98,1034.98,Vendor 015,Vendor 015,Over NTE,6/29/2025,YES,Match,Match,370.08,Manager 10
104011,Client B,Invoiced,1_Completed_Paid,CA,Graffiti Removal,Graffiti Removal,Priority 3 - 48 hours,198.00,120.00,198.00,99.00,0.00,120.00,Vendor 082,Vendor 082,Under NTE,,YES,Match,Match,78.00,Manager 12
104186,Client B,Complete No Charge,1_Completed_Paid,CA,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,0.00,120.00,150.00,75.00,0.00,,Vendor 084,Vendor 084,Under NTE,,NO,Different,Different,,Manager 12
104549,Client B,Invoiced,1_Completed_Paid,CA,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,1938.27,1366.86,1938.27,1275.00,513.27,1366.86,Vendor 082,Vendor 082,Over NTE,6/24/2025,YES,Match,Match,571.41,Manager 06
103988,Client B,Invoiced,1_Completed_Paid,FL,Surveying/Staking,Surveying,Priority 4 - 30 days,8750.00,6250.00,8750.00,0.00,0.00,3125.00,Vendor 048,Vendor 048,Over NTE,,YES,Match,Different,5625.00,Manager 08
104190,Client B,Completed,1_Completed_Paid,CA,Electrician,Bulb Replacement,Priority 3 - 48 hours,1541.11,1159.44,1541.11,792.00,421.36,,Vendor 070,Vendor 070,Over NTE,,NO,Match,Different,,Manager 12
104652,Client B,Invoiced - Pending Capital Approval,2_Invoice_Stage,CA,Electrician,Lighting General,Priority 3 - 48 hours,1488.54,1085.00,1488.54,693.00,415.00,1085.00,Vendor 073,Vendor 073,Over NTE,6/24/2025,YES,Match,Match,403.54,Manager 09
104471,Client B,Completed,1_Completed_Paid,KY,Handyman,General,Priority 4 - 30 days,1000.00,1700.00,0.00,0.00,0.00,,Vendor 179,Vendor 179,Under NTE,7/1/2025,NO,Different,Different,,Manager 01
104018,Client B,Invoiced,1_Completed_Paid,MO,Parking Lot,Parking Lot General Repairs,Priority 3 - 48 hours,8505.37,6640.00,8505.37,5110.00,1242.87,6500.00,Vendor 062,Vendor 062,Over NTE,6/30/2025,YES,Match,Different,2005.37,Manager 09
104019,Client B,Invoiced,1_Completed_Paid,MO,Parking Lot,Striping,Priority 4 - 30 days,2130.00,1470.00,2130.00,1190.00,800.00,1470.00,Vendor 062,Vendor 062,Over NTE,,YES,Match,Match,660.00,Manager 09
103854,Client B,Completed,1_Completed_Paid,KY,Misc Site Work,Interior Misc Site Work,Priority 3 - 48 hours,1000.00,180.00,0.00,0.00,0.00,,Vendor 073,Vendor 073,Under NTE,,NO,Different,Different,,Manager 09
103764,Client A,Invoiced,1_Completed_Paid,IL,Plumbing,Faucet Replacement,Urgent - 24-48 hours,283.00,210.00,283.00,105.00,103.00,210.00,Vendor 012,Vendor 012,Under NTE,7/7/2025,YES,Match,Match,73.00,Manager 10
103443,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Sink Repair,Normal - 30 days ,617.03,450.50,617.03,380.00,0.00,450.50,Vendor 023,Vendor 023,Under NTE,7/13/2025,YES,Match,Match,166.53,Manager 10
104594,Client B,Invoiced,1_Completed_Paid,TX,"Doors, Frames & Hardware",General Door Repairs,Priority 1 - 4 hours,3336.09,2394.00,3336.09,1445.00,1197.50,2394.00,Vendor 073,Vendor 073,Over NTE,,YES,Match,Match,942.09,Manager 06
104340,Client B,Complete No Charge,1_Completed_Paid,CA,"Doors, Frames & Hardware",General Door Repairs,Priority 2 - 24 hours,0.00,0.00,0.00,0.00,0.00,,Vendor 202,Vendor 202,Under NTE,7/1/2025,NO,Match,Match,,Manager 06
104021,Client B,Invoiced,1_Completed_Paid,KY,Applicances,Ice Machines,Priority 1 - 4 hours,320.63,215.00,320.63,178.13,0.00,215.00,Vendor 040,Vendor 040,Under NTE,,YES,Match,Match,105.63,Manager 12
103783,Client A,Invoiced,1_Completed_Paid,TX,Plumbing,Clogged Toilet,Emergency - 2 hours,611.61,492.50,611.61,270.00,0.00,492.50,Vendor 175,Vendor 175,Under NTE,7/13/2025,YES,Match,Match,119.11,Manager 10
104665,Client B,Invoiced,1_Completed_Paid,CA,Electrician,Lighting General,Priority 3 - 48 hours,2230.54,1666.17,2230.54,990.00,742.54,1666.17,Vendor 073,Vendor 073,Over NTE,7/13/2025,YES,Match,Match,564.37,Manager 06
104527,Client B,Invoiced - Pending Capital Approval,2_Invoice_Stage,CA,Electrician,Exterior Lighting,Priority 1 - 4 hours,2113.00,1735.00,2113.00,940.50,0.00,1735.00,Vendor 073,Vendor 073,Over NTE,7/8/2025,YES,Match,Match,378.00,Manager 06
